,gene_name,ensembl_id
41370,RP5-860F19.8,ENSG00000241690
41371,TMEM239,ENSG00000198326
41372,GFRA4,ENSG00000125861
41373,RP11-352D3.2,ENSG00000205300
41374,RP11-307O10.1,ENSG00000236387
41375,RP5-1164C1.2,ENSG00000238282
41376,PRNT,ENSG00000180259
41377,RP5-1068H6.6,ENSG00000278595
41378,RP5-1116H23.6,ENSG00000277087
41379,RP5-1116H23.5,ENSG00000276768
41380,RP5-1116H23.4,ENSG00000278816
41381,PROKR2,ENSG00000101292
41382,RP5-828H9.4,ENSG00000276688
41383,LINC00658,ENSG00000226995
41384,RP5-828H9.1,ENSG00000230563
41385,RP5-1022P6.7,ENSG00000266908
41386,RP5-1022P6.4,ENSG00000225640
41387,RP5-1022P6.5,ENSG00000235820
41388,LRRN4,ENSG00000125872
41389,RP5-1056H1.2,ENSG00000278192
41390,RP5-859D4.3,ENSG00000228482
41391,RP4-764O22.1,ENSG00000232271
41392,LINC01428,ENSG00000228888
41393,RP11-19D2.1,ENSG00000238102
41394,RP11-19D2.2,ENSG00000261249
41395,RP5-988G17.1,ENSG00000224711
41396,HAO1,ENSG00000101323
41397,RP5-971N18.3,ENSG00000229766
41398,PAK7,ENSG00000101349
41399,RP5-986I17.2,ENSG00000232738
41400,RP5-839B4.8,ENSG00000243961
41401,RP11-416N4.4,ENSG00000230506
41402,RP11-416N4.1,ENSG00000232448
41403,RP1-278O22.2,ENSG00000234900
41404,RP4-697P8.3,ENSG00000232900
41405,RP11-103J8.2,ENSG00000270777
41406,C20orf187,ENSG00000125899
41407,RP4-734C18.1,ENSG00000230990
41408,RP5-1128N12.3,ENSG00000282478
41409,RP11-268G13.1,ENSG00000261411
41410,LINC00687,ENSG00000228422
41411,RP4-796I8.1,ENSG00000235292
41412,RP11-102J14.1,ENSG00000230437
41413,RP5-1069C8.2,ENSG00000233048
41414,RP5-1069C8.3,ENSG00000269931
41415,RP11-157E14.1,ENSG00000234265
41416,RP5-1077I2.3,ENSG00000225956
41417,RP4-585I14.3,ENSG00000278153
41418,MACROD2-AS1,ENSG00000235914
41419,RP5-974N19.1,ENSG00000237832
41420,RP11-388K2.1,ENSG00000225181
41421,RP4-777L9.3,ENSG00000275728
41422,RP5-1195D24.1,ENSG00000236985
41423,BANF2,ENSG00000125888
41424,RP5-905G11.3,ENSG00000233625
41425,OVOL2,ENSG00000125850
41426,RP4-726N1.2,ENSG00000229262
41427,RP4-568F9.3,ENSG00000237259
41428,RP4-568F9.6,ENSG00000230010
41429,LINC00851,ENSG00000237282
41430,RP11-379J5.5,ENSG00000233993
41431,SCP2D1,ENSG00000132631
41432,RP11-97N19.3,ENSG00000274863
41433,RP11-97N19.2,ENSG00000235996
41434,RP5-1027G4.3,ENSG00000179447
41435,RP5-1002M8.4,ENSG00000241054
41436,RP5-1178H5.2,ENSG00000225417
41437,RP5-1096J16.1,ENSG00000243810
41438,RP5-1177M21.1,ENSG00000234104
41439,RP5-872K7.7,ENSG00000228604
41440,NKX2-4,ENSG00000125816
41441,RP11-227D2.3,ENSG00000225280
41442,RP5-984P4.6,ENSG00000278041
41443,NKX2-2,ENSG00000125820
41444,NKX2-2-AS1,ENSG00000258197
41445,RP5-984P4.4,ENSG00000233492
41446,RP1-167O22.1,ENSG00000279082
41447,RP5-1065O2.4,ENSG00000280350
41448,PAX1,ENSG00000125813
41449,RP5-1185K9.1,ENSG00000238034
41450,LINC01432,ENSG00000234435
41451,RP5-1097P24.1,ENSG00000234862
41452,RP5-1004I9.1,ENSG00000204684
41453,LINC00261,ENSG00000259974
41454,FOXA2,ENSG00000125798
41455,LINC01384,ENSG00000237396
41456,RP11-359G22.2,ENSG00000230400
41457,RP11-359G22.4,ENSG00000283072
41458,SSTR4,ENSG00000132671
41459,RP4-737E23.7,ENSG00000275179
41460,RP3-322G13.7,ENSG00000234832
41461,CSTL1,ENSG00000125823
41462,CST11,ENSG00000125831
41463,RP3-333B15.5,ENSG00000273838
41464,RP3-333B15.4,ENSG00000260202
41465,RP3-333B15.6,ENSG00000276638
41466,CST8,ENSG00000125815
41467,CST9L,ENSG00000101435
41468,CST9,ENSG00000173335
41469,CST4,ENSG00000101441
41470,XXyac-YX60D10.1,ENSG00000230908
41471,CST5,ENSG00000170367
41472,GGTLC1,ENSG00000149435
41473,RP5-1100I6.1,ENSG00000236151
41474,FLJ33581,ENSG00000230133
41475,RP4-564O4.1,ENSG00000232200
41476,RP11-526K17.2,ENSG00000228539
41477,RP5-860P4.2,ENSG00000231015
41478,RP4-568C11.4,ENSG00000274173
41479,RP5-1025A1.3,ENSG00000275358
41480,RP4-738P15.1,ENSG00000230725
41481,RP5-965G21.5,ENSG00000274507
41482,RP4-694B14.8,ENSG00000278383
41483,RP4-760C5.5,ENSG00000226203
41484,RP4-760C5.3,ENSG00000231081
41485,RP13-329D4.3,ENSG00000230440
41486,RP3-410C9.2,ENSG00000238129
41487,LINC01598,ENSG00000231934
41488,DEFB115,ENSG00000215547
41489,DEFB116,ENSG00000215545
41490,DEFB118,ENSG00000131068
41491,DEFB119,ENSG00000180483
41492,DEFB121,ENSG00000204548
41493,DEFB123,ENSG00000180424
41494,XKR7,ENSG00000260903
41495,RP1-310O13.7,ENSG00000226239
41496,RP5-1184F4.5,ENSG00000236772
41497,RP11-410N8.3,ENSG00000233293
41498,RP11-410N8.4,ENSG00000204393
41499,RP11-410N8.1,ENSG00000228156
41500,RP5-1085F17.4,ENSG00000260536
41501,SUN5,ENSG00000167098
41502,BPIFB2,ENSG00000078898
41503,BPIFB6,ENSG00000167104
41504,BPIFB3,ENSG00000186190
41505,BPIFB4,ENSG00000186191
41506,BPIFA2,ENSG00000131050
41507,RP11-49G10.3,ENSG00000224876
41508,BPIFA3,ENSG00000131059
41509,BPIFA1,ENSG00000198183
41510,RP1-63M2.5,ENSG00000271803
41511,RP4-553F4.2,ENSG00000229188
41512,RP5-1125A11.4,ENSG00000228386
41513,RP11-42O4.2,ENSG00000278367
41514,FAM83C,ENSG00000125998
41515,C20orf173,ENSG00000125975
41516,RP1-309K20.6,ENSG00000272897
41517,RP4-550H1.4,ENSG00000234139
41518,RP11-234K24.3,ENSG00000232406
41519,RP11-234K24.6,ENSG00000278035
41520,TGIF2-C20orf24,ENSG00000259399
41521,RP4-621N11.2,ENSG00000269846
41522,RP11-425M5.8,ENSG00000274469
41523,LINC00489,ENSG00000225759
41524,RP4-640H8.2,ENSG00000204117
41525,CTD-2308N23.2,ENSG00000206249
41526,RP4-564F22.6,ENSG00000275285
41527,ARHGAP40,ENSG00000124143
41528,RP4-705O1.1,ENSG00000230324
41529,RP5-1031J8.1,ENSG00000229976
41530,LINC01370,ENSG00000237767
41531,RP11-101E14.3,ENSG00000233415
41532,RP1-191L6.2,ENSG00000223410
41533,RP4-644L1.2,ENSG00000229771
41534,RP5-1121H13.4,ENSG00000225458
41535,RP5-1121H13.3,ENSG00000228959
41536,RP1-232N11.2,ENSG00000229042
41537,RP4-753D4.2,ENSG00000227599
41538,RP1-269M15.3,ENSG00000233508
41539,RP1-138B7.6,ENSG00000277611
41540,RP1-138B7.5,ENSG00000226143
41541,RP5-1030M6.3,ENSG00000233277
41542,R3HDML,ENSG00000101074
41543,RP5-881L22.5,ENSG00000226812
41544,HNF4A,ENSG00000101076
41545,HNF4A-AS1,ENSG00000229005
41546,RP5-881L22.6,ENSG00000233376
41547,LINC01430,ENSG00000237907
41548,WFDC5,ENSG00000175121
41549,WFDC12,ENSG00000168703
41550,SEMG1,ENSG00000124233
41551,SEMG2,ENSG00000124157
41552,RBPJL,ENSG00000124232
41553,RP3-461P17.9,ENSG00000237464
41554,SPINT3,ENSG00000101446
41555,WFDC6,ENSG00000243543
41556,EPPIN-WFDC6,ENSG00000249139
41557,EPPIN,ENSG00000101448
41558,WFDC8,ENSG00000158901
41559,WFDC9,ENSG00000180205
41560,WFDC11,ENSG00000180083
41561,WFDC13,ENSG00000168634
41562,SPINT4,ENSG00000149651
41563,RP5-998H6.2,ENSG00000229957
41564,CDH22,ENSG00000149654
41565,RP11-394O2.3,ENSG00000273828
41566,RP11-323C15.2,ENSG00000236028
41567,RP1-148H17.1,ENSG00000224565
41568,CTD-2653D5.1,ENSG00000255438
41569,RP11-347D21.1,ENSG00000234967
41570,RP11-347D21.2,ENSG00000228503
41571,LINC01522,ENSG00000237423
41572,LINC01523,ENSG00000229522
41573,RP11-321P16.1,ENSG00000276923
41574,RP1-66N13.1,ENSG00000236874
41575,RP1-66N13.4,ENSG00000274261
41576,RP5-991B18.1,ENSG00000281365
41577,RP5-991B18.2,ENSG00000281460
41578,RP11-112L6.3,ENSG00000237595
41579,RP11-112L6.2,ENSG00000234698
41580,LINC01271,ENSG00000233077
41581,RP4-530I15.9,ENSG00000232043
41582,RP4-530I15.6,ENSG00000234693
41583,RP5-955M13.4,ENSG00000232358
41584,RP4-583K8.1,ENSG00000225785
41585,RP5-1022J11.2,ENSG00000232465
41586,RP4-715N11.2,ENSG00000232294
41587,RP11-80K6.2,ENSG00000232286
41588,RP11-15M15.1,ENSG00000223492
41589,RP11-15M15.2,ENSG00000227705
41590,RP4-678D15.1,ENSG00000271774
41591,RP4-669H2.1,ENSG00000231703
41592,RP5-823G15.5,ENSG00000259723
41593,AC005808.3,ENSG00000235415
41594,AC006076.1,ENSG00000225563
41595,AL133335.1,ENSG00000280041
41596,LINC01440,ENSG00000235166
41597,RP5-837G17.1,ENSG00000275923
41598,MC3R,ENSG00000124089
41599,RP11-380D15.3,ENSG00000230843
41600,GCNT7,ENSG00000124091
41601,RP5-843L14.1,ENSG00000225657
41602,RP5-897D18.1,ENSG00000231604
41603,RP11-560A15.4,ENSG00000231078
41604,RP11-560A15.3,ENSG00000203266
41605,BMP7-AS1,ENSG00000235032
41606,RP4-813D12.3,ENSG00000226308
41607,SPO11,ENSG00000054796
41608,RP13-379L11.2,ENSG00000203971
41609,RP13-379L11.4,ENSG00000275852
41610,RP13-379L11.1,ENSG00000225708
41611,C20orf85,ENSG00000124237
41612,RP5-907D15.3,ENSG00000254620
41613,RP5-907D15.4,ENSG00000268941
41614,RP4-806M20.5,ENSG00000270279
41615,RP4-806M20.4,ENSG00000268649
41616,RP4-806M20.3,ENSG00000268333
41617,RP1-309F20.4,ENSG00000270951
41618,RP3-492J12.2,ENSG00000274961
41619,RP4-614C15.2,ENSG00000225129
41620,RP4-614C15.3,ENSG00000230352
41621,RP11-164D18.2,ENSG00000227282
41622,RP4-719C8.1,ENSG00000238194
41623,RP5-1017F8.2,ENSG00000276093
41624,RP5-1016A21.1,ENSG00000276627
41625,RP11-151E14.1,ENSG00000261035
41626,RP5-827L5.2,ENSG00000229755
41627,RP5-827L5.1,ENSG00000229606
41628,WI2-8325B5.1,ENSG00000276786
41629,RP5-827E24.1,ENSG00000277270
41630,RP11-429E11.2,ENSG00000225106
41631,HRH3,ENSG00000101180
41632,RBBP8NL,ENSG00000130701
41633,RP5-908M14.5,ENSG00000233017
41634,RP13-379O24.3,ENSG00000272050
41635,RP13-379O24.2,ENSG00000260542
41636,MIR1-1HG,ENSG00000174407
41637,WI2-87327B8.1,ENSG00000264490
41638,RP13-30A9.1,ENSG00000232121
41639,RP13-30A9.2,ENSG00000229882
41640,RP11-93B14.10,ENSG00000276317
41641,LINC00686,ENSG00000237687
41642,RP11-93B14.4,ENSG00000223669
41643,BHLHE23,ENSG00000125533
41644,RP11-305P22.9,ENSG00000272259
41645,LINC00029,ENSG00000125514
41646,LINC01056,ENSG00000237119
41647,RP5-963E22.5,ENSG00000260416
41648,RP5-963E22.4,ENSG00000231977
41649,FLJ16779,ENSG00000275620
41650,CHRNA4,ENSG00000101204
41651,RP11-261N11.8,ENSG00000203900
41652,RP11-358D14.3,ENSG00000280936
41653,RP11-358D14.2,ENSG00000226390
41654,RP4-697K14.3,ENSG00000230226
41655,SRMS,ENSG00000125508
41656,RP4-583P15.14,ENSG00000273047
41657,RP13-152O15.5,ENSG00000237371
41658,NPBWR2,ENSG00000125522
41659,AC008993.3,ENSG00000282807
41660,FAM138F,ENSG00000282591
41661,CTD-3113P16.5,ENSG00000267124
41662,THEG,ENSG00000105549
41663,AC010641.1,ENSG00000267443
41664,AC004449.6,ENSG00000261204
41665,MISP,ENSG00000099812
41666,AC005391.2,ENSG00000267159
41667,LLNLR-284B4.1,ENSG00000274177
41668,AC004221.2,ENSG00000267778
41669,AC005330.2,ENSG00000267372
41670,AC004623.2,ENSG00000267755
41671,LLNLR-307A6.1,ENSG00000280486
41672,AC005943.2,ENSG00000267059
41673,AC005256.1,ENSG00000267073
41674,CTB-31O20.6,ENSG00000267125
41675,CTB-31O20.8,ENSG00000267141
41676,CTB-31O20.9,ENSG00000267232
41677,LLfos-48D6.2,ENSG00000273734
41678,AC005624.2,ENSG00000267201
41679,CTC-265F19.3,ENSG00000267214
41680,AC006538.4,ENSG00000267001
41681,AC005262.3,ENSG00000267139
41682,AC010649.1,ENSG00000267448
41683,AC005786.7,ENSG00000267436
41684,AC005786.5,ENSG00000267231
41685,AC007292.7,ENSG00000269425
41686,CTB-50L17.5,ENSG00000267255
41687,CTB-50L17.7,ENSG00000267030
41688,CTB-50L17.9,ENSG00000267769
41689,ZNRF4,ENSG00000105428
41690,CTB-54O9.9,ENSG00000267157
41691,AC024592.9,ENSG00000267709
41692,AC104532.3,ENSG00000266941
41693,CTB-66B24.1,ENSG00000267299
41694,CTB-180A7.3,ENSG00000269802
41695,CTB-180A7.8,ENSG00000214347
41696,CTD-2396E7.9,ENSG00000268203
41697,CTD-2396E7.10,ENSG00000268191
41698,CTD-3128G10.6,ENSG00000269680
41699,RP11-1137G4.3,ENSG00000268845
41700,CTB-25J19.1,ENSG00000196589
41701,MBD3L5,ENSG00000237247
41702,MBD3L4,ENSG00000205718
41703,MBD3L2,ENSG00000230522
41704,MBD3L3,ENSG00000182315
41705,CTB-133G6.1,ENSG00000263264
41706,CTD-2207O23.3,ENSG00000268861
41707,CTD-2207O23.12,ENSG00000267952
41708,CTD-2207O23.11,ENSG00000269371
41709,CTD-2207O23.10,ENSG00000268614
41710,CTD-3214H19.6,ENSG00000268204
41711,CTD-3214H19.16,ENSG00000269711
41712,CTD-3193O13.11,ENSG00000268120
41713,CTD-3193O13.1,ENSG00000260500
41714,CTD-3193O13.14,ENSG00000269813
41715,FBN3,ENSG00000142449
41716,CTD-3020H12.4,ENSG00000271717
41717,CTD-2550O8.5,ENSG00000167774
41718,AC092316.1,ENSG00000268618
41719,CTD-2586B10.1,ENSG00000268480
41720,ACTL9,ENSG00000181786
41721,OR2Z1,ENSG00000181733
41722,CTD-2529P6.3,ENSG00000269300
41723,MBD3L1,ENSG00000170948
41724,OR1M1,ENSG00000170929
41725,OR7G1,ENSG00000161807
41726,OR7G3,ENSG00000170920
41727,OR7E24,ENSG00000237521
41728,CTC-325H20.4,ENSG00000267510
41729,CTC-543D15.3,ENSG00000267273
41730,AC008759.1,ENSG00000279471
41731,CTD-3116E22.7,ENSG00000267612
41732,CTD-2623N2.5,ENSG00000266950
41733,CTD-2553C6.1,ENSG00000267650
41734,RDH8,ENSG00000080511
41735,CTD-2240E14.4,ENSG00000267387
41736,PPAN-P2RY11,ENSG00000243207
41737,CTD-2369P2.5,ENSG00000266978
41738,CTD-2369P2.4,ENSG00000267105
41739,CTD-2369P2.12,ENSG00000267303
41740,CTC-215O4.4,ENSG00000266936
41741,TSPAN16,ENSG00000130167
41742,CTC-398G3.6,ENSG00000267477
41743,CTC-499B15.7,ENSG00000267646
41744,CTC-499B15.8,ENSG00000267089
41745,CTD-2006C1.13,ENSG00000267179
41746,CTD-2006C1.10,ENSG00000257355
41747,CTD-3105H18.16,ENSG00000268870
41748,CTD-3105H18.18,ENSG00000269755
41749,CTD-3105H18.7,ENSG00000234848
41750,CTD-2192J16.17,ENSG00000196826
41751,CTD-2192J16.20,ENSG00000269693
41752,CTD-2192J16.11,ENSG00000230310
41753,CTD-2192J16.24,ENSG00000269590
41754,CTD-2659N19.2,ENSG00000267791
41755,CTD-2659N19.4,ENSG00000267004
41756,CTD-2659N19.9,ENSG00000267212
41757,CTD-2265O21.3,ENSG00000267424
41758,CTD-2265O21.7,ENSG00000267735
41759,CTC-239J10.1,ENSG00000267417
41760,AC007787.2,ENSG00000267610
41761,AC005546.2,ENSG00000266897
41762,CTD-3252C9.2,ENSG00000267582
41763,CTB-55O6.4,ENSG00000267670
41764,CTD-2189E23.1,ENSG00000267723
41765,CTD-2189E23.2,ENSG00000267406
41766,CTC-548K16.2,ENSG00000266913
41767,CTC-548K16.5,ENSG00000267379
41768,OR7A5,ENSG00000188269
41769,OR7A10,ENSG00000127515
41770,OR7C2,ENSG00000127529
41771,CCDC105,ENSG00000160994
41772,CASP14,ENSG00000105141
41773,LLNLR-246C6.1,ENSG00000273218
41774,AD000091.2,ENSG00000266951
41775,OR10H2,ENSG00000171942
41776,OR10H3,ENSG00000171936
41777,LLNLR-249E10.1,ENSG00000268673
41778,CYP4F2,ENSG00000186115
41779,OR10H4,ENSG00000176231
41780,CTD-2231E14.4,ENSG00000267517
41781,CTD-2231E14.5,ENSG00000267373
41782,CTD-2013N17.4,ENSG00000267703
41783,CTD-3222D19.2,ENSG00000141979
41784,CTD-3222D19.11,ENSG00000268309
41785,CTD-3222D19.10,ENSG00000269085
41786,CTC-429P9.4,ENSG00000268790
41787,CTC-429P9.2,ENSG00000268087
41788,CTD-2528A14.1,ENSG00000268985
41789,CTD-2528A14.3,ENSG00000268289
41790,CTD-3032J10.2,ENSG00000268056
41791,CTD-3032J10.4,ENSG00000269836
41792,CTD-3032J10.3,ENSG00000269480
41793,AC010646.3,ENSG00000269095
41794,CTD-2278I10.6,ENSG00000269307
41795,CTD-2278I10.1,ENSG00000269350
41796,CTD-2521M24.5,ENSG00000269720
41797,CTD-2521M24.10,ENSG00000269035
41798,CTD-2521M24.11,ENSG00000269736
41799,NXNL1,ENSG00000171773
41800,CTD-3131K8.3,ENSG00000269161
41801,CTD-3149D2.3,ENSG00000269752
41802,CTD-3149D2.4,ENSG00000268112
41803,AC007192.6,ENSG00000269145
41804,AC007192.4,ENSG00000268173
41805,CTD-3137H5.1,ENSG00000268199
41806,AC005387.3,ENSG00000268938
41807,AC005387.2,ENSG00000269191
41808,GDF1,ENSG00000130283
41809,AC005197.2,ENSG00000269694
41810,AC002985.3,ENSG00000268193
41811,NCAN,ENSG00000130287
41812,CTB-184G21.3,ENSG00000267234
41813,CTC-559E9.4,ENSG00000267581
41814,CTC-559E9.8,ENSG00000267565
41815,AC007204.2,ENSG00000267268
41816,CTC-513N18.6,ENSG00000269043
41817,CTC-513N18.7,ENSG00000269110
41818,CTD-2332E11.2,ENSG00000268560
41819,CTD-2626G11.2,ENSG00000268416
41820,CTD-2542C24.8,ENSG00000268326
41821,CTD-2561J22.3,ENSG00000269237
41822,RP11-678G14.3,ENSG00000268555
41823,RP11-678G14.4,ENSG00000268240
41824,AC003973.4,ENSG00000269504
41825,AC003973.5,ENSG00000269199
41826,RP11-157B13.7,ENSG00000267872
41827,RP11-157B13.8,ENSG00000268597
41828,AC011516.1,ENSG00000269796
41829,AC025811.3,ENSG00000270947
41830,AC011516.2,ENSG00000268038
41831,CTC-457E21.9,ENSG00000268981
41832,CTD-2579N5.3,ENSG00000268296
41833,CTD-2291D10.2,ENSG00000261558
41834,CTD-2291D10.1,ENSG00000261615
41835,CTD-2291D10.3,ENSG00000269543
41836,CTD-2291D10.4,ENSG00000267886
41837,RP11-255H23.4,ENSG00000267924
41838,CTB-92J24.3,ENSG00000269289
41839,CTD-2027I19.3,ENSG00000276030
41840,CTC-459F4.5,ENSG00000266977
41841,CTD-2043I16.1,ENSG00000267509
41842,CTB-70G10.1,ENSG00000266928
41843,AC005780.1,ENSG00000267320
41844,AC093074.1,ENSG00000267238
41845,AC005307.3,ENSG00000267243
41846,AC007795.1,ENSG00000267617
41847,AC008991.1,ENSG00000267683
41848,AC011524.2,ENSG00000267027
41849,AC011524.3,ENSG00000267240
41850,LINC01532,ENSG00000267014
41851,CTB-32O4.3,ENSG00000276251
41852,CTB-32O4.4,ENSG00000276631
41853,CTC-525D6.5,ENSG00000267574
41854,CTC-525D6.2,ENSG00000266248
41855,CTC-448F2.4,ENSG00000267006
41856,AC005597.1,ENSG00000267223
41857,CTC-565M22.1,ENSG00000267760
41858,CTC-400I9.2,ENSG00000267081
41859,CTC-400I9.1,ENSG00000261316
41860,CTC-400I9.3,ENSG00000267378
41861,CTC-439O9.3,ENSG00000267777
41862,AC007796.1,ENSG00000267662
41863,AC008992.1,ENSG00000267636
41864,CTD-2050I18.2,ENSG00000267599
41865,CTD-2050I18.1,ENSG00000267407
41866,AC011525.2,ENSG00000261400
41867,AC011525.4,ENSG00000267465
41868,CTC-360P9.1,ENSG00000267012
41869,CTC-360P9.5,ENSG00000267094
41870,CTC-360P9.2,ENSG00000267684
41871,CTC-360P9.4,ENSG00000267489
41872,LINC01533,ENSG00000267779
41873,AC011518.1,ENSG00000267204
41874,AC011518.2,ENSG00000267133
41875,CTC-379B2.4,ENSG00000267557
41876,CTD-2538C1.3,ENSG00000267567
41877,CTD-2085J24.3,ENSG00000267555
41878,SLC7A10,ENSG00000130876
41879,CTD-2540B15.6,ENSG00000267714
41880,CTD-2540B15.12,ENSG00000270212
41881,CTD-2540B15.11,ENSG00000267580
41882,CTD-2540B15.7,ENSG00000267727
41883,CTD-2329C7.2,ENSG00000266985
41884,AC010504.2,ENSG00000267219
41885,RP11-618P17.4,ENSG00000266953
41886,CTC-523E23.4,ENSG00000267767
41887,LINC00904,ENSG00000271649
41888,CTC-523E23.14,ENSG00000270544
41889,CTC-523E23.15,ENSG00000271171
41890,CTC-523E23.6,ENSG00000269037
41891,CTD-2527I21.14,ENSG00000271032
41892,HPN-AS1,ENSG00000227392
41893,CTD-2527I21.15,ENSG00000179066
41894,AC002128.5,ENSG00000271366
41895,AC002511.3,ENSG00000232680
41896,ATP4A,ENSG00000105675
41897,AC002115.5,ENSG00000224910
41898,AC002115.9,ENSG00000267626
41899,AD000671.6,ENSG00000267120
41900,AC002398.9,ENSG00000188223
41901,AC002398.13,ENSG00000267049
41902,LINC01529,ENSG00000225872
41903,AF038458.3,ENSG00000267786
41904,AD001527.7,ENSG00000270760
41905,CTD-3162L10.1,ENSG00000267053
41906,CTD-3162L10.3,ENSG00000266973
41907,CTD-3162L10.4,ENSG00000267363
41908,AC092295.4,ENSG00000228629
41909,CTD-3234P18.6,ENSG00000276071
41910,CTC-454I21.4,ENSG00000267437
41911,CTD-3220F14.1,ENSG00000267605
41912,CTD-3064H18.4,ENSG00000180458
41913,CTD-2528L19.4,ENSG00000267552
41914,AC016582.2,ENSG00000225868
41915,CTC-450M9.1,ENSG00000268764
41916,AC005789.9,ENSG00000267090
41917,AC067969.1,ENSG00000269445
41918,AC067969.2,ENSG00000268055
41919,CTB-186G2.4,ENSG00000267375
41920,LGALS7,ENSG00000205076
41921,AC104534.3,ENSG00000268083
41922,AC104534.2,ENSG00000268756
41923,CTC-360G5.6,ENSG00000269050
41924,CTC-360G5.8,ENSG00000269547
41925,CTB-189B5.3,ENSG00000267992
41926,CTC-218B8.3,ENSG00000269172
41927,SYCN,ENSG00000179751
41928,IFNL3,ENSG00000197110
41929,IFNL2,ENSG00000183709
41930,CTB-60E11.9,ENSG00000269792
41931,LGALS13,ENSG00000105198
41932,LGALS16,ENSG00000249861
41933,AC093063.3,ENSG00000269460
41934,LEUTX,ENSG00000213921
41935,CTC-492K19.4,ENSG00000268366
41936,AC010412.1,ENSG00000279183
41937,RAB4B-EGLN2,ENSG00000171570
41938,CTC-490E21.12,ENSG00000268797
41939,CTC-490E21.10,ENSG00000269843
41940,CYP2A6,ENSG00000255974
41941,CYP2A7,ENSG00000198077
41942,CYP2A13,ENSG00000197838
41943,CTD-2195B23.3,ENSG00000269652
41944,CTC-435M10.3,ENSG00000255730
41945,CTC-435M10.6,ENSG00000268475
41946,CEACAM7,ENSG00000007306
41947,CEACAM5,ENSG00000105388
41948,AC011513.3,ENSG00000267881
41949,CEACAM6,ENSG00000086548
41950,AC011513.4,ENSG00000268833
41951,AC020956.3,ENSG00000278239
41952,LYPD4,ENSG00000273111
41953,DMRTC2,ENSG00000142025
41954,AC006486.9,ENSG00000268643
41955,CXCL17,ENSG00000189377
41956,PSG3,ENSG00000221826
41957,PSG8,ENSG00000124467
41958,AC004603.4,ENSG00000225877
41959,PSG1,ENSG00000231924
41960,PSG6,ENSG00000170848
41961,PSG7,ENSG00000221878
41962,CTC-490G23.6,ENSG00000282943
41963,PSG11,ENSG00000243130
41964,AC005392.13,ENSG00000227606
41965,PSG5,ENSG00000204941
41966,PSG4,ENSG00000243137
41967,PSG9,ENSG00000183668
41968,CTC-490G23.2,ENSG00000231412
41969,CTC-490G23.4,ENSG00000272396
41970,TEX101,ENSG00000131126
41971,L34079.2,ENSG00000268361
41972,L34079.4,ENSG00000269583
41973,IRGC,ENSG00000124449
41974,AC067968.3,ENSG00000267144
41975,AC084219.2,ENSG00000267022
41976,CTC-512J12.6,ENSG00000267173
41977,CEACAM20,ENSG00000273777
41978,AC138472.6,ENSG00000267614
41979,CBLC,ENSG00000142273
41980,CTB-129P6.11,ENSG00000267114
41981,AC005757.7,ENSG00000267037
41982,AC005779.2,ENSG00000267545
41983,AC006126.3,ENSG00000266958
41984,AC006126.4,ENSG00000267045
41985,BHMG1,ENSG00000237452
41986,AC011530.4,ENSG00000268434
41987,RSPH6A,ENSG00000104941
41988,NANOS2,ENSG00000188425
41989,CTC-344H19.4,ENSG00000268401
41990,AC007193.6,ENSG00000267922
41991,AC006262.4,ENSG00000269729
41992,AC006262.5,ENSG00000268621
41993,AC006262.10,ENSG00000269745
41994,IGFL1,ENSG00000188293
41995,AC007193.10,ENSG00000269124
41996,CTB-174O21.2,ENSG00000269487
41997,AC008622.1,ENSG00000280050
41998,GLTSCR1-AS1,ENSG00000269806
41999,TPRX1,ENSG00000178928
42000,LINC01595,ENSG00000259108
42001,BSPH1,ENSG00000188334
42002,ELSPBP1,ENSG00000169393
42003,CABP5,ENSG00000105507
42004,PLA2G4C-AS1,ENSG00000269420
42005,CTC-453G23.5,ENSG00000269534
42006,CTC-453G23.4,ENSG00000269321
42007,CTC-453G23.8,ENSG00000268583
42008,CTC-241F20.4,ENSG00000268186
42009,CTC-273B12.5,ENSG00000268530
42010,CTC-273B12.7,ENSG00000268465
42011,CTC-273B12.10,ENSG00000269814
42012,SPACA4,ENSG00000177202
42013,FGF21,ENSG00000105550
42014,CTD-2639E6.9,ENSG00000267898
42015,CTB-60B18.10,ENSG00000268655
42016,CGB,ENSG00000104827
42017,CTB-60B18.6,ENSG00000267335
42018,CGB2,ENSG00000104818
42019,CGB1,ENSG00000267631
42020,CGB5,ENSG00000189052
42021,CGB8,ENSG00000213030
42022,CGB7,ENSG00000196337
42023,NTF4,ENSG00000225950
42024,CTB-60B18.12,ENSG00000268108
42025,CTB-60B18.18,ENSG00000268287
42026,GFY,ENSG00000261949
42027,CTD-3148I10.9,ENSG00000269469
42028,CTB-33G10.11,ENSG00000268636
42029,CTB-33G10.6,ENSG00000268677
42030,AC018766.6,ENSG00000268047
42031,AC018766.4,ENSG00000267896
42032,CTC-326K19.6,ENSG00000269179
42033,CTD-2126E3.3,ENSG00000269091
42034,CTB-191K22.5,ENSG00000267815
42035,CTB-191K22.6,ENSG00000269392
42036,CTD-2545M3.6,ENSG00000142539
42037,ASPDH,ENSG00000204653
42038,SYT3,ENSG00000213023
42039,GPR32,ENSG00000142511
42040,ACPT,ENSG00000142513
42041,KLK15,ENSG00000174562
42042,AC011523.2,ENSG00000267968
42043,KLK3,ENSG00000142515
42044,KLK5,ENSG00000167754
